scenario_id,probability,period,station_id,demand_units
S3,0.2,2,C018,316
S3,0.2,2,C019,323
S3,0.2,2,C020,330
S3,0.2,2,C021,337
S3,0.2,2,C022,344
S3,0.2,2,C023,351
S3,0.2,2,C024,358
S3,0.2,2,C025,365
S3,0.2,2,C026,372
S3,0.2,2,C027,379
S3,0.2,2,C028,386
S3,0.2,2,C029,393
S3,0.2,2,C030,400
S3,0.2,2,C031,407
S3,0.2,2,C032,414
S3,0.2,2,C033,421
S3,0.2,2,C034,428
S3,0.2,2,C035,435
S3,0.2,2,C036,442
S3,0.2,2,C037,449
S3,0.2,2,C038,456
S3,0.2,2,C039,463
S3,0.2,2,C040,470
S3,0.2,2,C041,477
S3,0.2,2,C042,484
S3,0.2,2,C043,491
S3,0.2,2,C044,498
S3,0.2,2,C045,190
S3,0.2,2,C046,197
S3,0.2,2,C047,204
S3,0.2,2,C048,211
S3,0.2,2,C049,218
S3,0.2,2,C050,225
S3,0.2,2,C051,232
S3,0.2,2,C052,239
S3,0.2,2,C053,246
S3,0.2,2,C054,253
S3,0.2,2,C055,260
S3,0.2,2,C056,267
S3,0.2,2,C057,274
S3,0.2,2,C058,281
S3,0.2,2,C059,288
S3,0.2,2,C060,295
S3,0.2,2,C061,302
S3,0.2,2,C062,309
S3,0.2,2,C063,316
S3,0.2,2,C064,323
S3,0.2,2,C065,330
S3,0.2,2,C066,337
S3,0.2,2,C067,344
S3,0.2,2,C068,351
S3,0.2,2,C069,358
S3,0.2,2,C070,365
S3,0.2,2,C071,372
S3,0.2,2,C072,379
S3,0.2,2,C073,386
S3,0.2,2,C074,393
S3,0.2,2,C075,400
S3,0.2,2,C076,407
S3,0.2,2,C077,414
S3,0.2,2,C078,421
S3,0.2,2,C079,428
S3,0.2,2,C080,435
S3,0.2,2,C081,442
S3,0.2,2,C082,449
S3,0.2,2,C083,456
S3,0.2,2,C084,463
S3,0.2,2,C085,470
S3,0.2,2,C086,477
S3,0.2,2,C087,484
S3,0.2,2,C088,491
S3,0.2,2,C089,498
S3,0.2,2,C090,190
S3,0.2,2,C091,197
S3,0.2,2,C092,204
S3,0.2,2,C093,211
S3,0.2,2,C094,218
S3,0.2,2,C095,225
S3,0.2,2,C096,232
S3,0.2,2,C097,239
S3,0.2,2,C098,246
S3,0.2,2,C099,253
S3,0.2,2,C100,260
S3,0.2,2,C101,267
S3,0.2,2,C102,274
S3,0.2,2,C103,281
S3,0.2,2,C104,288
S3,0.2,2,C105,295
S3,0.2,2,C106,302
S3,0.2,2,C107,309
S3,0.2,2,C108,316
S3,0.2,2,C109,323
S3,0.2,2,C110,330
S3,0.2,2,C111,337
S3,0.2,2,C112,344
S3,0.2,2,C113,351
S3,0.2,2,C114,358
S3,0.2,2,C115,365
S3,0.2,2,C116,372
S3,0.2,2,C117,379
S3,0.2,2,C118,386
S3,0.2,2,C119,393
S3,0.2,2,C120,400
S3,0.2,2,C121,407
S3,0.2,2,C122,414
S3,0.2,2,C123,421
S3,0.2,2,C124,428
S3,0.2,2,C125,435
S3,0.2,2,C126,442
S3,0.2,2,C127,449
S3,0.2,2,C128,456
S3,0.2,2,C129,463
S3,0.2,2,C130,470
S3,0.2,2,C131,477
S3,0.2,2,C132,484
S3,0.2,2,C133,491
S3,0.2,2,C134,498
S3,0.2,2,C135,190
S3,0.2,2,C136,197
S3,0.2,2,C137,204
S3,0.2,2,C138,211
S3,0.2,2,C139,218
S3,0.2,2,C140,225
S3,0.2,3,C001,215
S3,0.2,3,C002,222
S3,0.2,3,C003,229
S3,0.2,3,C004,236
S3,0.2,3,C005,243
S3,0.2,3,C006,250
S3,0.2,3,C007,257
S3,0.2,3,C008,264
S3,0.2,3,C009,271
S3,0.2,3,C010,278
S3,0.2,3,C011,285
S3,0.2,3,C012,292
S3,0.2,3,C013,299
S3,0.2,3,C014,306
S3,0.2,3,C015,313
S3,0.2,3,C016,320
S3,0.2,3,C017,327
S3,0.2,3,C018,334
S3,0.2,3,C019,341
S3,0.2,3,C020,348
S3,0.2,3,C021,355
S3,0.2,3,C022,362
S3,0.2,3,C023,369
S3,0.2,3,C024,376
S3,0.2,3,C025,383
S3,0.2,3,C026,390
S3,0.2,3,C027,397
S3,0.2,3,C028,404
S3,0.2,3,C029,411
S3,0.2,3,C030,418
S3,0.2,3,C031,425
S3,0.2,3,C032,432
S3,0.2,3,C033,439
S3,0.2,3,C034,446
S3,0.2,3,C035,453
S3,0.2,3,C036,460
S3,0.2,3,C037,467
S3,0.2,3,C038,474
S3,0.2,3,C039,481
S3,0.2,3,C040,488
S3,0.2,3,C041,495
S3,0.2,3,C042,502
S3,0.2,3,C043,509
S3,0.2,3,C044,516
S3,0.2,3,C045,208
S3,0.2,3,C046,215
S3,0.2,3,C047,222
S3,0.2,3,C048,229
S3,0.2,3,C049,236
S3,0.2,3,C050,243
S3,0.2,3,C051,250
S3,0.2,3,C052,257
S3,0.2,3,C053,264
S3,0.2,3,C054,271
S3,0.2,3,C055,278
S3,0.2,3,C056,285
S3,0.2,3,C057,292
S3,0.2,3,C058,299
S3,0.2,3,C059,306
S3,0.2,3,C060,313
S3,0.2,3,C061,320
S3,0.2,3,C062,327
S3,0.2,3,C063,334
S3,0.2,3,C064,341
S3,0.2,3,C065,348
S3,0.2,3,C066,355
S3,0.2,3,C067,362
S3,0.2,3,C068,369
S3,0.2,3,C069,376
S3,0.2,3,C070,383
S3,0.2,3,C071,390
S3,0.2,3,C072,397
S3,0.2,3,C073,404
S3,0.2,3,C074,411
S3,0.2,3,C075,418
S3,0.2,3,C076,425
S3,0.2,3,C077,432
S3,0.2,3,C078,439
S3,0.2,3,C079,446
S3,0.2,3,C080,453
S3,0.2,3,C081,460
S3,0.2,3,C082,467
S3,0.2,3,C083,474
S3,0.2,3,C084,481
S3,0.2,3,C085,488
S3,0.2,3,C086,495
S3,0.2,3,C087,502
S3,0.2,3,C088,509
S3,0.2,3,C089,516
S3,0.2,3,C090,208
S3,0.2,3,C091,215
S3,0.2,3,C092,222
S3,0.2,3,C093,229
S3,0.2,3,C094,236
S3,0.2,3,C095,243
S3,0.2,3,C096,250
S3,0.2,3,C097,257
S3,0.2,3,C098,264
S3,0.2,3,C099,271
S3,0.2,3,C100,278
S3,0.2,3,C101,285
S3,0.2,3,C102,292
S3,0.2,3,C103,299
S3,0.2,3,C104,306
S3,0.2,3,C105,313
S3,0.2,3,C106,320
S3,0.2,3,C107,327
S3,0.2,3,C108,334
S3,0.2,3,C109,341
S3,0.2,3,C110,348
S3,0.2,3,C111,355
S3,0.2,3,C112,362
S3,0.2,3,C113,369
S3,0.2,3,C114,376
S3,0.2,3,C115,383
S3,0.2,3,C116,390
S3,0.2,3,C117,397
S3,0.2,3,C118,404
S3,0.2,3,C119,411
S3,0.2,3,C120,418
S3,0.2,3,C121,425
S3,0.2,3,C122,432
S3,0.2,3,C123,439
S3,0.2,3,C124,446
S3,0.2,3,C125,453
S3,0.2,3,C126,460
S3,0.2,3,C127,467
S3,0.2,3,C128,474
S3,0.2,3,C129,481
S3,0.2,3,C130,488
S3,0.2,3,C131,495
S3,0.2,3,C132,502
S3,0.2,3,C133,509
S3,0.2,3,C134,516
S3,0.2,3,C135,208
S3,0.2,3,C136,215
S3,0.2,3,C137,222
S3,0.2,3,C138,229
S3,0.2,3,C139,236
S3,0.2,3,C140,243
S4,0.2,1,C001,195
S4,0.2,1,C002,202
S4,0.2,1,C003,209
S4,0.2,1,C004,216
S4,0.2,1,C005,223
S4,0.2,1,C006,230
S4,0.2,1,C007,237
S4,0.2,1,C008,244
S4,0.2,1,C009,251
S4,0.2,1,C010,258
S4,0.2,1,C011,265
S4,0.2,1,C012,272
S4,0.2,1,C013,279
S4,0.2,1,C014,286
S4,0.2,1,C015,293
S4,0.2,1,C016,300
S4,0.2,1,C017,307
S4,0.2,1,C018,314
S4,0.2,1,C019,321
S4,0.2,1,C020,328
S4,0.2,1,C021,335
S4,0.2,1,C022,342
S4,0.2,1,C023,349
S4,0.2,1,C024,356
S4,0.2,1,C025,363
S4,0.2,1,C026,370
S4,0.2,1,C027,377
S4,0.2,1,C028,384
S4,0.2,1,C029,391
S4,0.2,1,C030,398
S4,0.2,1,C031,405
S4,0.2,1,C032,412
S4,0.2,1,C033,419
S4,0.2,1,C034,426
S4,0.2,1,C035,433
S4,0.2,1,C036,440
S4,0.2,1,C037,447
S4,0.2,1,C038,454
S4,0.2,1,C039,461
S4,0.2,1,C040,468
S4,0.2,1,C041,475
S4,0.2,1,C042,482
S4,0.2,1,C043,489
S4,0.2,1,C044,496
S4,0.2,1,C045,188
S4,0.2,1,C046,195
S4,0.2,1,C047,202
S4,0.2,1,C048,209
S4,0.2,1,C049,216
S4,0.2,1,C050,223
S4,0.2,1,C051,230
S4,0.2,1,C052,237
S4,0.2,1,C053,244
S4,0.2,1,C054,251
S4,0.2,1,C055,258
S4,0.2,1,C056,265
S4,0.2,1,C057,272
S4,0.2,1,C058,279
S4,0.2,1,C059,286
S4,0.2,1,C060,293
S4,0.2,1,C061,300
S4,0.2,1,C062,307
S4,0.2,1,C063,314
S4,0.2,1,C064,321
S4,0.2,1,C065,328
S4,0.2,1,C066,335
S4,0.2,1,C067,342
S4,0.2,1,C068,349
S4,0.2,1,C069,356
S4,0.2,1,C070,363
S4,0.2,1,C071,370
S4,0.2,1,C072,377
S4,0.2,1,C073,384
S4,0.2,1,C074,391
S4,0.2,1,C075,398
S4,0.2,1,C076,405
S4,0.2,1,C077,412
S4,0.2,1,C078,419
S4,0.2,1,C079,426
S4,0.2,1,C080,433
S4,0.2,1,C081,440
S4,0.2,1,C082,447
S4,0.2,1,C083,454
S4,0.2,1,C084,461
S4,0.2,1,C085,468
S4,0.2,1,C086,475
S4,0.2,1,C087,482
S4,0.2,1,C088,489
S4,0.2,1,C089,496
S4,0.2,1,C090,188
S4,0.2,1,C091,195
S4,0.2,1,C092,202
S4,0.2,1,C093,209
S4,0.2,1,C094,216
S4,0.2,1,C095,223
S4,0.2,1,C096,230
S4,0.2,1,C097,237
S4,0.2,1,C098,244
S4,0.2,1,C099,251
S4,0.2,1,C100,258
S4,0.2,1,C101,265
S4,0.2,1,C102,272
S4,0.2,1,C103,279
S4,0.2,1,C104,286
S4,0.2,1,C105,293
S4,0.2,1,C106,300
S4,0.2,1,C107,307
S4,0.2,1,C108,314
S4,0.2,1,C109,321
S4,0.2,1,C110,328
S4,0.2,1,C111,335
S4,0.2,1,C112,342
S4,0.2,1,C113,349
S4,0.2,1,C114,356
S4,0.2,1,C115,363
S4,0.2,1,C116,370
S4,0.2,1,C117,377
S4,0.2,1,C118,384
S4,0.2,1,C119,391
S4,0.2,1,C120,398
S4,0.2,1,C121,405
S4,0.2,1,C122,412
S4,0.2,1,C123,419
S4,0.2,1,C124,426
S4,0.2,1,C125,433
S4,0.2,1,C126,440
S4,0.2,1,C127,447
S4,0.2,1,C128,454
S4,0.2,1,C129,461
S4,0.2,1,C130,468
S4,0.2,1,C131,475
S4,0.2,1,C132,482
S4,0.2,1,C133,489
S4,0.2,1,C134,496
S4,0.2,1,C135,188
S4,0.2,1,C136,195
S4,0.2,1,C137,202
S4,0.2,1,C138,209
S4,0.2,1,C139,216
S4,0.2,1,C140,223
S4,0.2,2,C001,213
S4,0.2,2,C002,220
S4,0.2,2,C003,227
S4,0.2,2,C004,234
S4,0.2,2,C005,241
S4,0.2,2,C006,248
S4,0.2,2,C007,255
S4,0.2,2,C008,262
S4,0.2,2,C009,269
S4,0.2,2,C010,276
S4,0.2,2,C011,283
S4,0.2,2,C012,290
S4,0.2,2,C013,297
S4,0.2,2,C014,304
S4,0.2,2,C015,311
S4,0.2,2,C016,318
S4,0.2,2,C017,325
S4,0.2,2,C018,332
S4,0.2,2,C019,339
S4,0.2,2,C020,346
S4,0.2,2,C021,353
S4,0.2,2,C022,360
S4,0.2,2,C023,367
S4,0.2,2,C024,374
S4,0.2,2,C025,381
S4,0.2,2,C026,388
S4,0.2,2,C027,395
S4,0.2,2,C028,402
S4,0.2,2,C029,409
S4,0.2,2,C030,416
S4,0.2,2,C031,423
S4,0.2,2,C032,430
S4,0.2,2,C033,437
S4,0.2,2,C034,444
S4,0.2,2,C035,451
S4,0.2,2,C036,458
S4,0.2,2,C037,465
S4,0.2,2,C038,472
S4,0.2,2,C039,479
S4,0.2,2,C040,486
S4,0.2,2,C041,493
S4,0.2,2,C042,500
S4,0.2,2,C043,507
S4,0.2,2,C044,514
S4,0.2,2,C045,206
S4,0.2,2,C046,213
S4,0.2,2,C047,220
S4,0.2,2,C048,227
S4,0.2,2,C049,234
S4,0.2,2,C050,241
S4,0.2,2,C051,248
S4,0.2,2,C052,255
S4,0.2,2,C053,262
S4,0.2,2,C054,269
S4,0.2,2,C055,276
S4,0.2,2,C056,283
S4,0.2,2,C057,290
S4,0.2,2,C058,297
S4,0.2,2,C059,304
S4,0.2,2,C060,311
S4,0.2,2,C061,318
S4,0.2,2,C062,325
S4,0.2,2,C063,332
S4,0.2,2,C064,339
S4,0.2,2,C065,346
S4,0.2,2,C066,353
S4,0.2,2,C067,360
S4,0.2,2,C068,367
S4,0.2,2,C069,374
S4,0.2,2,C070,381
S4,0.2,2,C071,388
S4,0.2,2,C072,395
S4,0.2,2,C073,402
S4,0.2,2,C074,409
S4,0.2,2,C075,416
S4,0.2,2,C076,423
S4,0.2,2,C077,430
S4,0.2,2,C078,437
S4,0.2,2,C079,444
S4,0.2,2,C080,451
S4,0.2,2,C081,458
S4,0.2,2,C082,465
S4,0.2,2,C083,472
S4,0.2,2,C084,479
S4,0.2,2,C085,486
S4,0.2,2,C086,493
S4,0.2,2,C087,500
S4,0.2,2,C088,507
S4,0.2,2,C089,514
S4,0.2,2,C090,206
S4,0.2,2,C091,213
S4,0.2,2,C092,220
S4,0.2,2,C093,227
S4,0.2,2,C094,234
S4,0.2,2,C095,241
S4,0.2,2,C096,248
S4,0.2,2,C097,255
S4,0.2,2,C098,262
S4,0.2,2,C099,269
S4,0.2,2,C100,276
S4,0.2,2,C101,283
S4,0.2,2,C102,290
S4,0.2,2,C103,297
S4,0.2,2,C104,304
S4,0.2,2,C105,311
S4,0.2,2,C106,318
S4,0.2,2,C107,325
S4,0.2,2,C108,332
S4,0.2,2,C109,339
S4,0.2,2,C110,346
S4,0.2,2,C111,353
S4,0.2,2,C112,360
S4,0.2,2,C113,367
S4,0.2,2,C114,374
S4,0.2,2,C115,381
S4,0.2,2,C116,388
S4,0.2,2,C117,395
S4,0.2,2,C118,402
S4,0.2,2,C119,409
S4,0.2,2,C120,416
S4,0.2,2,C121,423
S4,0.2,2,C122,430
S4,0.2,2,C123,437
S4,0.2,2,C124,444
S4,0.2,2,C125,451
S4,0.2,2,C126,458
S4,0.2,2,C127,465
S4,0.2,2,C128,472
S4,0.2,2,C129,479
S4,0.2,2,C130,486
S4,0.2,2,C131,493
S4,0.2,2,C132,500
S4,0.2,2,C133,507
S4,0.2,2,C134,514
S4,0.2,2,C135,206
S4,0.2,2,C136,213
S4,0.2,2,C137,220
S4,0.2,2,C138,227
S4,0.2,2,C139,234
S4,0.2,2,C140,241
S4,0.2,3,C001,231
S4,0.2,3,C002,238
S4,0.2,3,C003,245
S4,0.2,3,C004,252
S4,0.2,3,C005,259
S4,0.2,3,C006,266
S4,0.2,3,C007,273
S4,0.2,3,C008,280
S4,0.2,3,C009,287
S4,0.2,3,C010,294
S4,0.2,3,C011,301
S4,0.2,3,C012,308
S4,0.2,3,C013,315
S4,0.2,3,C014,322
S4,0.2,3,C015,329
S4,0.2,3,C016,336
S4,0.2,3,C017,343
S4,0.2,3,C018,350
S4,0.2,3,C019,357
S4,0.2,3,C020,364
S4,0.2,3,C021,371
S4,0.2,3,C022,378
S4,0.2,3,C023,385
S4,0.2,3,C024,392
S4,0.2,3,C025,399
S4,0.2,3,C026,406
S4,0.2,3,C027,413
S4,0.2,3,C028,420
S4,0.2,3,C029,427
S4,0.2,3,C030,434
S4,0.2,3,C031,441
S4,0.2,3,C032,448
S4,0.2,3,C033,455
S4,0.2,3,C034,462
S4,0.2,3,C035,469
S4,0.2,3,C036,476
S4,0.2,3,C037,483
S4,0.2,3,C038,490
S4,0.2,3,C039,497
S4,0.2,3,C040,504
S4,0.2,3,C041,511
S4,0.2,3,C042,518
S4,0.2,3,C043,525
S4,0.2,3,C044,532
S4,0.2,3,C045,224
S4,0.2,3,C046,231
S4,0.2,3,C047,238
S4,0.2,3,C048,245
S4,0.2,3,C049,252
S4,0.2,3,C050,259
S4,0.2,3,C051,266
S4,0.2,3,C052,273
S4,0.2,3,C053,280
S4,0.2,3,C054,287
S4,0.2,3,C055,294
S4,0.2,3,C056,301
S4,0.2,3,C057,308
S4,0.2,3,C058,315
S4,0.2,3,C059,322
S4,0.2,3,C060,329
S4,0.2,3,C061,336
S4,0.2,3,C062,343
S4,0.2,3,C063,350
S4,0.2,3,C064,357
S4,0.2,3,C065,364
S4,0.2,3,C066,371
S4,0.2,3,C067,378
S4,0.2,3,C068,385
S4,0.2,3,C069,392
S4,0.2,3,C070,399
S4,0.2,3,C071,406
S4,0.2,3,C072,413
S4,0.2,3,C073,420
S4,0.2,3,C074,427
S4,0.2,3,C075,434
S4,0.2,3,C076,441
S4,0.2,3,C077,448
S4,0.2,3,C078,455
S4,0.2,3,C079,462
S4,0.2,3,C080,469
S4,0.2,3,C081,476
S4,0.2,3,C082,483
S4,0.2,3,C083,490
S4,0.2,3,C084,497
S4,0.2,3,C085,504
S4,0.2,3,C086,511
S4,0.2,3,C087,518
S4,0.2,3,C088,525
S4,0.2,3,C089,532
S4,0.2,3,C090,224
S4,0.2,3,C091,231
S4,0.2,3,C092,238
S4,0.2,3,C093,245
S4,0.2,3,C094,252
S4,0.2,3,C095,259
S4,0.2,3,C096,266
S4,0.2,3,C097,273
S4,0.2,3,C098,280
S4,0.2,3,C099,287
S4,0.2,3,C100,294
S4,0.2,3,C101,301
S4,0.2,3,C102,308
S4,0.2,3,C103,315
S4,0.2,3,C104,322
S4,0.2,3,C105,329
S4,0.2,3,C106,336
S4,0.2,3,C107,343
S4,0.2,3,C108,350
S4,0.2,3,C109,357
S4,0.2,3,C110,364
S4,0.2,3,C111,371
S4,0.2,3,C112,378
S4,0.2,3,C113,385
S4,0.2,3,C114,392
S4,0.2,3,C115,399
S4,0.2,3,C116,406
S4,0.2,3,C117,413
S4,0.2,3,C118,420
S4,0.2,3,C119,427
S4,0.2,3,C120,434
S4,0.2,3,C121,441
S4,0.2,3,C122,448
S4,0.2,3,C123,455
S4,0.2,3,C124,462
S4,0.2,3,C125,469
S4,0.2,3,C126,476
S4,0.2,3,C127,483
S4,0.2,3,C128,490
S4,0.2,3,C129,497
S4,0.2,3,C130,504
S4,0.2,3,C131,511
S4,0.2,3,C132,518
S4,0.2,3,C133,525
S4,0.2,3,C134,532
S4,0.2,3,C135,224
S4,0.2,3,C136,231
S4,0.2,3,C137,238
S4,0.2,3,C138,245
S4,0.2,3,C139,252
S4,0.2,3,C140,259
S5,0.2,1,C001,211
S5,0.2,1,C002,218
S5,0.2,1,C003,225
S5,0.2,1,C004,232
S5,0.2,1,C005,239
S5,0.2,1,C006,246
S5,0.2,1,C007,253
S5,0.2,1,C008,260
S5,0.2,1,C009,267
S5,0.2,1,C010,274
S5,0.2,1,C011,281
S5,0.2,1,C012,288
S5,0.2,1,C013,295
S5,0.2,1,C014,302
S5,0.2,1,C015,309
S5,0.2,1,C016,316
S5,0.2,1,C017,323
S5,0.2,1,C018,330
S5,0.2,1,C019,337
S5,0.2,1,C020,344
S5,0.2,1,C021,351
S5,0.2,1,C022,358
S5,0.2,1,C023,365
S5,0.2,1,C024,372
S5,0.2,1,C025,379
S5,0.2,1,C026,386
S5,0.2,1,C027,393
S5,0.2,1,C028,400
S5,0.2,1,C029,407
S5,0.2,1,C030,414
S5,0.2,1,C031,421
S5,0.2,1,C032,428
S5,0.2,1,C033,435
S5,0.2,1,C034,442
S5,0.2,1,C035,449
S5,0.2,1,C036,456
S5,0.2,1,C037,463
S5,0.2,1,C038,470
S5,0.2,1,C039,477
S5,0.2,1,C040,484
S5,0.2,1,C041,491
S5,0.2,1,C042,498
S5,0.2,1,C043,505
S5,0.2,1,C044,512
S5,0.2,1,C045,204
S5,0.2,1,C046,211
S5,0.2,1,C047,218
S5,0.2,1,C048,225
S5,0.2,1,C049,232
S5,0.2,1,C050,239
S5,0.2,1,C051,246
S5,0.2,1,C052,253
S5,0.2,1,C053,260
S5,0.2,1,C054,267
S5,0.2,1,C055,274
S5,0.2,1,C056,281
S5,0.2,1,C057,288
S5,0.2,1,C058,295
S5,0.2,1,C059,302
S5,0.2,1,C060,309
S5,0.2,1,C061,316
S5,0.2,1,C062,323
S5,0.2,1,C063,330
S5,0.2,1,C064,337
S5,0.2,1,C065,344
S5,0.2,1,C066,351
S5,0.2,1,C067,358
S5,0.2,1,C068,365
S5,0.2,1,C069,372
S5,0.2,1,C070,379
S5,0.2,1,C071,386
S5,0.2,1,C072,393
S5,0.2,1,C073,400
S5,0.2,1,C074,407
S5,0.2,1,C075,414
S5,0.2,1,C076,421
S5,0.2,1,C077,428
S5,0.2,1,C078,435
S5,0.2,1,C079,442
S5,0.2,1,C080,449
S5,0.2,1,C081,456
S5,0.2,1,C082,463
S5,0.2,1,C083,470
S5,0.2,1,C084,477
S5,0.2,1,C085,484
S5,0.2,1,C086,491
S5,0.2,1,C087,498
S5,0.2,1,C088,505
S5,0.2,1,C089,512
S5,0.2,1,C090,204
S5,0.2,1,C091,211
S5,0.2,1,C092,218
S5,0.2,1,C093,225
S5,0.2,1,C094,232
S5,0.2,1,C095,239
S5,0.2,1,C096,246
S5,0.2,1,C097,253
S5,0.2,1,C098,260
S5,0.2,1,C099,267
S5,0.2,1,C100,274
S5,0.2,1,C101,281
S5,0.2,1,C102,288
S5,0.2,1,C103,295
S5,0.2,1,C104,302
S5,0.2,1,C105,309
S5,0.2,1,C106,316
S5,0.2,1,C107,323
S5,0.2,1,C108,330
S5,0.2,1,C109,337
S5,0.2,1,C110,344
S5,0.2,1,C111,351
S5,0.2,1,C112,358
S5,0.2,1,C113,365
S5,0.2,1,C114,372
S5,0.2,1,C115,379
S5,0.2,1,C116,386
S5,0.2,1,C117,393
S5,0.2,1,C118,400
S5,0.2,1,C119,407
S5,0.2,1,C120,414
S5,0.2,1,C121,421
S5,0.2,1,C122,428
S5,0.2,1,C123,435
S5,0.2,1,C124,442
S5,0.2,1,C125,449
S5,0.2,1,C126,456
S5,0.2,1,C127,463
S5,0.2,1,C128,470
S5,0.2,1,C129,477
S5,0.2,1,C130,484
S5,0.2,1,C131,491
S5,0.2,1,C132,498
S5,0.2,1,C133,505
S5,0.2,1,C134,512
S5,0.2,1,C135,204
S5,0.2,1,C136,211
S5,0.2,1,C137,218
S5,0.2,1,C138,225
S5,0.2,1,C139,232
S5,0.2,1,C140,239
S5,0.2,2,C001,229
S5,0.2,2,C002,236
S5,0.2,2,C003,243
S5,0.2,2,C004,250
S5,0.2,2,C005,257
S5,0.2,2,C006,264
S5,0.2,2,C007,271
S5,0.2,2,C008,278
S5,0.2,2,C009,285
S5,0.2,2,C010,292
S5,0.2,2,C011,299
S5,0.2,2,C012,306
S5,0.2,2,C013,313
S5,0.2,2,C014,320
S5,0.2,2,C015,327
S5,0.2,2,C016,334
S5,0.2,2,C017,341
S5,0.2,2,C018,348
S5,0.2,2,C019,355
S5,0.2,2,C020,362
S5,0.2,2,C021,369
S5,0.2,2,C022,376
S5,0.2,2,C023,383
S5,0.2,2,C024,390
S5,0.2,2,C025,397
S5,0.2,2,C026,404
S5,0.2,2,C027,411
S5,0.2,2,C028,418
S5,0.2,2,C029,425
S5,0.2,2,C030,432
S5,0.2,2,C031,439
S5,0.2,2,C032,446
S5,0.2,2,C033,453
S5,0.2,2,C034,460
S5,0.2,2,C035,467
S5,0.2,2,C036,474
S5,0.2,2,C037,481
S5,0.2,2,C038,488
S5,0.2,2,C039,495
S5,0.2,2,C040,502
S5,0.2,2,C041,509
S5,0.2,2,C042,516
S5,0.2,2,C043,523
S5,0.2,2,C044,530
S5,0.2,2,C045,222
S5,0.2,2,C046,229
S5,0.2,2,C047,236
S5,0.2,2,C048,243
S5,0.2,2,C049,250
S5,0.2,2,C050,257
S5,0.2,2,C051,264
S5,0.2,2,C052,271
S5,0.2,2,C053,278
S5,0.2,2,C054,285
S5,0.2,2,C055,292
S5,0.2,2,C056,299
S5,0.2,2,C057,306
S5,0.2,2,C058,313
S5,0.2,2,C059,320
S5,0.2,2,C060,327
S5,0.2,2,C061,334
S5,0.2,2,C062,341
S5,0.2,2,C063,348
S5,0.2,2,C064,355
S5,0.2,2,C065,362
S5,0.2,2,C066,369
S5,0.2,2,C067,376
S5,0.2,2,C068,383
S5,0.2,2,C069,390
S5,0.2,2,C070,397
S5,0.2,2,C071,404
S5,0.2,2,C072,411
S5,0.2,2,C073,418
S5,0.2,2,C074,425
S5,0.2,2,C075,432
S5,0.2,2,C076,439
S5,0.2,2,C077,446
S5,0.2,2,C078,453
S5,0.2,2,C079,460
S5,0.2,2,C080,467
S5,0.2,2,C081,474
S5,0.2,2,C082,481
S5,0.2,2,C083,488
S5,0.2,2,C084,495
S5,0.2,2,C085,502
S5,0.2,2,C086,509
S5,0.2,2,C087,516
S5,0.2,2,C088,523
S5,0.2,2,C089,530
S5,0.2,2,C090,222
S5,0.2,2,C091,229
S5,0.2,2,C092,236
S5,0.2,2,C093,243
S5,0.2,2,C094,250
S5,0.2,2,C095,257
S5,0.2,2,C096,264
S5,0.2,2,C097,271
S5,0.2,2,C098,278
S5,0.2,2,C099,285
S5,0.2,2,C100,292
S5,0.2,2,C101,299
S5,0.2,2,C102,306
S5,0.2,2,C103,313
S5,0.2,2,C104,320
S5,0.2,2,C105,327
S5,0.2,2,C106,334
S5,0.2,2,C107,341
S5,0.2,2,C108,348
S5,0.2,2,C109,355
S5,0.2,2,C110,362
S5,0.2,2,C111,369
S5,0.2,2,C112,376
S5,0.2,2,C113,383
S5,0.2,2,C114,390
S5,0.2,2,C115,397
S5,0.2,2,C116,404
S5,0.2,2,C117,411
S5,0.2,2,C118,418
S5,0.2,2,C119,425
S5,0.2,2,C120,432
S5,0.2,2,C121,439
S5,0.2,2,C122,446
S5,0.2,2,C123,453
S5,0.2,2,C124,460
S5,0.2,2,C125,467
S5,0.2,2,C126,474
S5,0.2,2,C127,481
S5,0.2,2,C128,488
S5,0.2,2,C129,495
S5,0.2,2,C130,502
S5,0.2,2,C131,509
S5,0.2,2,C132,516
S5,0.2,2,C133,523
S5,0.2,2,C134,530
S5,0.2,2,C135,222
S5,0.2,2,C136,229
S5,0.2,2,C137,236
S5,0.2,2,C138,243
S5,0.2,2,C139,250
S5,0.2,2,C140,257
S5,0.2,3,C001,247
S5,0.2,3,C002,254
S5,0.2,3,C003,261
S5,0.2,3,C004,268
S5,0.2,3,C005,275
S5,0.2,3,C006,282
S5,0.2,3,C007,289
S5,0.2,3,C008,296
S5,0.2,3,C009,303
S5,0.2,3,C010,310
S5,0.2,3,C011,317
S5,0.2,3,C012,324
S5,0.2,3,C013,331
S5,0.2,3,C014,338
S5,0.2,3,C015,345
S5,0.2,3,C016,352
S5,0.2,3,C017,359
S5,0.2,3,C018,366
S5,0.2,3,C019,373
S5,0.2,3,C020,380
S5,0.2,3,C021,387
S5,0.2,3,C022,394
S5,0.2,3,C023,401
S5,0.2,3,C024,408
S5,0.2,3,C025,415
S5,0.2,3,C026,422
S5,0.2,3,C027,429
S5,0.2,3,C028,436
S5,0.2,3,C029,443
S5,0.2,3,C030,450
S5,0.2,3,C031,457
S5,0.2,3,C032,464
S5,0.2,3,C033,471
S5,0.2,3,C034,478
S5,0.2,3,C035,485
