locker_id,zone_id,transport_cost_per_parcel,travel_minutes
L009,Z113,1.95,28
L009,Z114,2.22,33
L009,Z115,2.49,38
L009,Z116,2.76,43
L009,Z117,1.05,10
L009,Z118,1.32,15
L009,Z119,1.59,20
L009,Z120,1.86,25
L010,Z001,1.86,45
L010,Z002,2.13,12
L010,Z003,2.4,17
L010,Z004,2.67,22
L010,Z005,2.94,27
L010,Z006,1.23,32
L010,Z007,1.5,37
L010,Z008,1.77,42
L010,Z009,2.04,9
L010,Z010,2.31,14
L010,Z011,2.58,19
L010,Z012,2.85,24
L010,Z013,1.14,29
L010,Z014,1.41,34
L010,Z015,1.68,39
L010,Z016,1.95,44
L010,Z017,2.22,11
L010,Z018,2.49,16
L010,Z019,2.76,21
L010,Z020,1.05,26
L010,Z021,1.32,31
L010,Z022,1.59,36
L010,Z023,1.86,41
L010,Z024,2.13,8
L010,Z025,2.4,13
L010,Z026,2.67,18
L010,Z027,2.94,23
L010,Z028,1.23,28
L010,Z029,1.5,33
L010,Z030,1.77,38
L010,Z031,2.04,43
L010,Z032,2.31,10
L010,Z033,2.58,15
L010,Z034,2.85,20
L010,Z035,1.14,25
L010,Z036,1.41,30
L010,Z037,1.68,35
L010,Z038,1.95,40
L010,Z039,2.22,45
L010,Z040,2.49,12
L010,Z041,2.76,17
L010,Z042,1.05,22
L010,Z043,1.32,27
L010,Z044,1.59,32
L010,Z045,1.86,37
L010,Z046,2.13,42
L010,Z047,2.4,9
L010,Z048,2.67,14
L010,Z049,2.94,19
L010,Z050,1.23,24
L010,Z051,1.5,29
L010,Z052,1.77,34
L010,Z053,2.04,39
L010,Z054,2.31,44
L010,Z055,2.58,11
L010,Z056,2.85,16
L010,Z057,1.14,21
L010,Z058,1.41,26
L010,Z059,1.68,31
L010,Z060,1.95,36
L010,Z061,2.22,41
L010,Z062,2.49,8
L010,Z063,2.76,13
L010,Z064,1.05,18
L010,Z065,1.32,23
L010,Z066,1.59,28
L010,Z067,1.86,33
L010,Z068,2.13,38
L010,Z069,2.4,43
L010,Z070,2.67,10
L010,Z071,2.94,15
L010,Z072,1.23,20
L010,Z073,1.5,25
L010,Z074,1.77,30
L010,Z075,2.04,35
L010,Z076,2.31,40
L010,Z077,2.58,45
L010,Z078,2.85,12
L010,Z079,1.14,17
L010,Z080,1.41,22
L010,Z081,1.68,27
L010,Z082,1.95,32
L010,Z083,2.22,37
L010,Z084,2.49,42
L010,Z085,2.76,9
L010,Z086,1.05,14
L010,Z087,1.32,19
L010,Z088,1.59,24
L010,Z089,1.86,29
L010,Z090,2.13,34
L010,Z091,2.4,39
L010,Z092,2.67,44
L010,Z093,2.94,11
L010,Z094,1.23,16
L010,Z095,1.5,21
L010,Z096,1.77,26
L010,Z097,2.04,31
L010,Z098,2.31,36
L010,Z099,2.58,41
L010,Z100,2.85,8
L010,Z101,1.14,13
L010,Z102,1.41,18
L010,Z103,1.68,23
L010,Z104,1.95,28
L010,Z105,2.22,33
L010,Z106,2.49,38
L010,Z107,2.76,43
L010,Z108,1.05,10
L010,Z109,1.32,15
L010,Z110,1.59,20
L010,Z111,1.86,25
L010,Z112,2.13,30
L010,Z113,2.4,35
L010,Z114,2.67,40
L010,Z115,2.94,45
L010,Z116,1.23,12
L010,Z117,1.5,17
L010,Z118,1.77,22
L010,Z119,2.04,27
L010,Z120,2.31,32
L011,Z001,2.31,14
L011,Z002,2.58,19
L011,Z003,2.85,24
L011,Z004,1.14,29
L011,Z005,1.41,34
L011,Z006,1.68,39
L011,Z007,1.95,44
L011,Z008,2.22,11
L011,Z009,2.49,16
L011,Z010,2.76,21
L011,Z011,1.05,26
L011,Z012,1.32,31
L011,Z013,1.59,36
L011,Z014,1.86,41
L011,Z015,2.13,8
L011,Z016,2.4,13
L011,Z017,2.67,18
L011,Z018,2.94,23
L011,Z019,1.23,28
L011,Z020,1.5,33
L011,Z021,1.77,38
L011,Z022,2.04,43
L011,Z023,2.31,10
L011,Z024,2.58,15
L011,Z025,2.85,20
L011,Z026,1.14,25
L011,Z027,1.41,30
L011,Z028,1.68,35
L011,Z029,1.95,40
L011,Z030,2.22,45
L011,Z031,2.49,12
L011,Z032,2.76,17
L011,Z033,1.05,22
L011,Z034,1.32,27
L011,Z035,1.59,32
L011,Z036,1.86,37
L011,Z037,2.13,42
L011,Z038,2.4,9
L011,Z039,2.67,14
L011,Z040,2.94,19
L011,Z041,1.23,24
L011,Z042,1.5,29
L011,Z043,1.77,34
L011,Z044,2.04,39
L011,Z045,2.31,44
L011,Z046,2.58,11
L011,Z047,2.85,16
L011,Z048,1.14,21
L011,Z049,1.41,26
L011,Z050,1.68,31
L011,Z051,1.95,36
L011,Z052,2.22,41
L011,Z053,2.49,8
L011,Z054,2.76,13
L011,Z055,1.05,18
L011,Z056,1.32,23
L011,Z057,1.59,28
L011,Z058,1.86,33
L011,Z059,2.13,38
L011,Z060,2.4,43
L011,Z061,2.67,10
L011,Z062,2.94,15
L011,Z063,1.23,20
L011,Z064,1.5,25
L011,Z065,1.77,30
L011,Z066,2.04,35
L011,Z067,2.31,40
L011,Z068,2.58,45
L011,Z069,2.85,12
L011,Z070,1.14,17
L011,Z071,1.41,22
L011,Z072,1.68,27
L011,Z073,1.95,32
L011,Z074,2.22,37
L011,Z075,2.49,42
L011,Z076,2.76,9
L011,Z077,1.05,14
L011,Z078,1.32,19
L011,Z079,1.59,24
L011,Z080,1.86,29
L011,Z081,2.13,34
L011,Z082,2.4,39
L011,Z083,2.67,44
L011,Z084,2.94,11
L011,Z085,1.23,16
L011,Z086,1.5,21
L011,Z087,1.77,26
L011,Z088,2.04,31
L011,Z089,2.31,36
L011,Z090,2.58,41
L011,Z091,2.85,8
L011,Z092,1.14,13
L011,Z093,1.41,18
L011,Z094,1.68,23
L011,Z095,1.95,28
L011,Z096,2.22,33
L011,Z097,2.49,38
L011,Z098,2.76,43
L011,Z099,1.05,10
L011,Z100,1.32,15
L011,Z101,1.59,20
L011,Z102,1.86,25
L011,Z103,2.13,30
L011,Z104,2.4,35
L011,Z105,2.67,40
L011,Z106,2.94,45
L011,Z107,1.23,12
L011,Z108,1.5,17
L011,Z109,1.77,22
L011,Z110,2.04,27
L011,Z111,2.31,32
L011,Z112,2.58,37
L011,Z113,2.85,42
L011,Z114,1.14,9
L011,Z115,1.41,14
L011,Z116,1.68,19
L011,Z117,1.95,24
L011,Z118,2.22,29
L011,Z119,2.49,34
L011,Z120,2.76,39
L012,Z001,2.76,21
L012,Z002,1.05,26
L012,Z003,1.32,31
L012,Z004,1.59,36
L012,Z005,1.86,41
L012,Z006,2.13,8
L012,Z007,2.4,13
L012,Z008,2.67,18
L012,Z009,2.94,23
L012,Z010,1.23,28
L012,Z011,1.5,33
L012,Z012,1.77,38
L012,Z013,2.04,43
L012,Z014,2.31,10
L012,Z015,2.58,15
L012,Z016,2.85,20
L012,Z017,1.14,25
L012,Z018,1.41,30
L012,Z019,1.68,35
L012,Z020,1.95,40
L012,Z021,2.22,45
L012,Z022,2.49,12
L012,Z023,2.76,17
L012,Z024,1.05,22
L012,Z025,1.32,27
L012,Z026,1.59,32
L012,Z027,1.86,37
L012,Z028,2.13,42
L012,Z029,2.4,9
L012,Z030,2.67,14
L012,Z031,2.94,19
L012,Z032,1.23,24
L012,Z033,1.5,29
L012,Z034,1.77,34
L012,Z035,2.04,39
L012,Z036,2.31,44
L012,Z037,2.58,11
L012,Z038,2.85,16
L012,Z039,1.14,21
L012,Z040,1.41,26
L012,Z041,1.68,31
L012,Z042,1.95,36
L012,Z043,2.22,41
L012,Z044,2.49,8
L012,Z045,2.76,13
L012,Z046,1.05,18
L012,Z047,1.32,23
L012,Z048,1.59,28
L012,Z049,1.86,33
L012,Z050,2.13,38
L012,Z051,2.4,43
L012,Z052,2.67,10
L012,Z053,2.94,15
L012,Z054,1.23,20
L012,Z055,1.5,25
L012,Z056,1.77,30
L012,Z057,2.04,35
L012,Z058,2.31,40
L012,Z059,2.58,45
L012,Z060,2.85,12
L012,Z061,1.14,17
L012,Z062,1.41,22
L012,Z063,1.68,27
L012,Z064,1.95,32
L012,Z065,2.22,37
L012,Z066,2.49,42
L012,Z067,2.76,9
L012,Z068,1.05,14
L012,Z069,1.32,19
L012,Z070,1.59,24
L012,Z071,1.86,29
L012,Z072,2.13,34
L012,Z073,2.4,39
L012,Z074,2.67,44
L012,Z075,2.94,11
L012,Z076,1.23,16
L012,Z077,1.5,21
L012,Z078,1.77,26
L012,Z079,2.04,31
L012,Z080,2.31,36
L012,Z081,2.58,41
L012,Z082,2.85,8
L012,Z083,1.14,13
L012,Z084,1.41,18
L012,Z085,1.68,23
L012,Z086,1.95,28
L012,Z087,2.22,33
L012,Z088,2.49,38
L012,Z089,2.76,43
L012,Z090,1.05,10
L012,Z091,1.32,15
L012,Z092,1.59,20
L012,Z093,1.86,25
L012,Z094,2.13,30
L012,Z095,2.4,35
L012,Z096,2.67,40
L012,Z097,2.94,45
L012,Z098,1.23,12
L012,Z099,1.5,17
L012,Z100,1.77,22
L012,Z101,2.04,27
L012,Z102,2.31,32
L012,Z103,2.58,37
L012,Z104,2.85,42
L012,Z105,1.14,9
L012,Z106,1.41,14
L012,Z107,1.68,19
L012,Z108,1.95,24
L012,Z109,2.22,29
L012,Z110,2.49,34
L012,Z111,2.76,39
L012,Z112,1.05,44
L012,Z113,1.32,11
L012,Z114,1.59,16
L012,Z115,1.86,21
L012,Z116,2.13,26
L012,Z117,2.4,31
L012,Z118,2.67,36
L012,Z119,2.94,41
L012,Z120,1.23,8
L013,Z001,1.23,28
L013,Z002,1.5,33
L013,Z003,1.77,38
L013,Z004,2.04,43
L013,Z005,2.31,10
L013,Z006,2.58,15
L013,Z007,2.85,20
L013,Z008,1.14,25
L013,Z009,1.41,30
L013,Z010,1.68,35
L013,Z011,1.95,40
L013,Z012,2.22,45
L013,Z013,2.49,12
L013,Z014,2.76,17
L013,Z015,1.05,22
L013,Z016,1.32,27
L013,Z017,1.59,32
L013,Z018,1.86,37
L013,Z019,2.13,42
L013,Z020,2.4,9
L013,Z021,2.67,14
L013,Z022,2.94,19
L013,Z023,1.23,24
L013,Z024,1.5,29
L013,Z025,1.77,34
L013,Z026,2.04,39
L013,Z027,2.31,44
L013,Z028,2.58,11
L013,Z029,2.85,16
L013,Z030,1.14,21
L013,Z031,1.41,26
L013,Z032,1.68,31
L013,Z033,1.95,36
L013,Z034,2.22,41
L013,Z035,2.49,8
L013,Z036,2.76,13
L013,Z037,1.05,18
L013,Z038,1.32,23
L013,Z039,1.59,28
L013,Z040,1.86,33
L013,Z041,2.13,38
L013,Z042,2.4,43
L013,Z043,2.67,10
L013,Z044,2.94,15
L013,Z045,1.23,20
L013,Z046,1.5,25
L013,Z047,1.77,30
L013,Z048,2.04,35
L013,Z049,2.31,40
L013,Z050,2.58,45
L013,Z051,2.85,12
L013,Z052,1.14,17
L013,Z053,1.41,22
L013,Z054,1.68,27
L013,Z055,1.95,32
L013,Z056,2.22,37
L013,Z057,2.49,42
L013,Z058,2.76,9
L013,Z059,1.05,14
L013,Z060,1.32,19
L013,Z061,1.59,24
L013,Z062,1.86,29
L013,Z063,2.13,34
L013,Z064,2.4,39
L013,Z065,2.67,44
L013,Z066,2.94,11
L013,Z067,1.23,16
L013,Z068,1.5,21
L013,Z069,1.77,26
L013,Z070,2.04,31
L013,Z071,2.31,36
L013,Z072,2.58,41
L013,Z073,2.85,8
L013,Z074,1.14,13
L013,Z075,1.41,18
L013,Z076,1.68,23
L013,Z077,1.95,28
L013,Z078,2.22,33
L013,Z079,2.49,38
L013,Z080,2.76,43
L013,Z081,1.05,10
L013,Z082,1.32,15
L013,Z083,1.59,20
L013,Z084,1.86,25
L013,Z085,2.13,30
L013,Z086,2.4,35
L013,Z087,2.67,40
L013,Z088,2.94,45
L013,Z089,1.23,12
L013,Z090,1.5,17
L013,Z091,1.77,22
L013,Z092,2.04,27
L013,Z093,2.31,32
L013,Z094,2.58,37
L013,Z095,2.85,42
L013,Z096,1.14,9
L013,Z097,1.41,14
L013,Z098,1.68,19
L013,Z099,1.95,24
L013,Z100,2.22,29
L013,Z101,2.49,34
L013,Z102,2.76,39
L013,Z103,1.05,44
L013,Z104,1.32,11
L013,Z105,1.59,16
L013,Z106,1.86,21
L013,Z107,2.13,26
L013,Z108,2.4,31
L013,Z109,2.67,36
L013,Z110,2.94,41
L013,Z111,1.23,8
L013,Z112,1.5,13
L013,Z113,1.77,18
L013,Z114,2.04,23
L013,Z115,2.31,28
L013,Z116,2.58,33
L013,Z117,2.85,38
L013,Z118,1.14,43
L013,Z119,1.41,10
L013,Z120,1.68,15
L014,Z001,1.68,35
L014,Z002,1.95,40
L014,Z003,2.22,45
L014,Z004,2.49,12
L014,Z005,2.76,17
L014,Z006,1.05,22
L014,Z007,1.32,27
L014,Z008,1.59,32
L014,Z009,1.86,37
L014,Z010,2.13,42
L014,Z011,2.4,9
L014,Z012,2.67,14
L014,Z013,2.94,19
L014,Z014,1.23,24
L014,Z015,1.5,29
L014,Z016,1.77,34
L014,Z017,2.04,39
L014,Z018,2.31,44
L014,Z019,2.58,11
L014,Z020,2.85,16
L014,Z021,1.14,21
L014,Z022,1.41,26
L014,Z023,1.68,31
L014,Z024,1.95,36
L014,Z025,2.22,41
L014,Z026,2.49,8
L014,Z027,2.76,13
L014,Z028,1.05,18
L014,Z029,1.32,23
L014,Z030,1.59,28
L014,Z031,1.86,33
L014,Z032,2.13,38
L014,Z033,2.4,43
L014,Z034,2.67,10
L014,Z035,2.94,15
L014,Z036,1.23,20
L014,Z037,1.5,25
L014,Z038,1.77,30
L014,Z039,2.04,35
L014,Z040,2.31,40
L014,Z041,2.58,45
L014,Z042,2.85,12
L014,Z043,1.14,17
L014,Z044,1.41,22
L014,Z045,1.68,27
L014,Z046,1.95,32
L014,Z047,2.22,37
L014,Z048,2.49,42
L014,Z049,2.76,9
L014,Z050,1.05,14
L014,Z051,1.32,19
L014,Z052,1.59,24
L014,Z053,1.86,29
L014,Z054,2.13,34
L014,Z055,2.4,39
L014,Z056,2.67,44
L014,Z057,2.94,11
L014,Z058,1.23,16
L014,Z059,1.5,21
L014,Z060,1.77,26
L014,Z061,2.04,31
L014,Z062,2.31,36
L014,Z063,2.58,41
L014,Z064,2.85,8
L014,Z065,1.14,13
L014,Z066,1.41,18
L014,Z067,1.68,23
L014,Z068,1.95,28
L014,Z069,2.22,33
L014,Z070,2.49,38
L014,Z071,2.76,43
L014,Z072,1.05,10
L014,Z073,1.32,15
L014,Z074,1.59,20
L014,Z075,1.86,25
L014,Z076,2.13,30
L014,Z077,2.4,35
L014,Z078,2.67,40
L014,Z079,2.94,45
L014,Z080,1.23,12
L014,Z081,1.5,17
L014,Z082,1.77,22
L014,Z083,2.04,27
L014,Z084,2.31,32
L014,Z085,2.58,37
L014,Z086,2.85,42
L014,Z087,1.14,9
L014,Z088,1.41,14
L014,Z089,1.68,19
L014,Z090,1.95,24
L014,Z091,2.22,29
L014,Z092,2.49,34
L014,Z093,2.76,39
L014,Z094,1.05,44
L014,Z095,1.32,11
L014,Z096,1.59,16
L014,Z097,1.86,21
L014,Z098,2.13,26
L014,Z099,2.4,31
L014,Z100,2.67,36
L014,Z101,2.94,41
L014,Z102,1.23,8
L014,Z103,1.5,13
L014,Z104,1.77,18
L014,Z105,2.04,23
L014,Z106,2.31,28
L014,Z107,2.58,33
L014,Z108,2.85,38
L014,Z109,1.14,43
L014,Z110,1.41,10
L014,Z111,1.68,15
L014,Z112,1.95,20
L014,Z113,2.22,25
L014,Z114,2.49,30
L014,Z115,2.76,35
L014,Z116,1.05,40
L014,Z117,1.32,45
L014,Z118,1.59,12
L014,Z119,1.86,17
L014,Z120,2.13,22
L015,Z001,2.13,42
L015,Z002,2.4,9
L015,Z003,2.67,14
L015,Z004,2.94,19
L015,Z005,1.23,24
L015,Z006,1.5,29
L015,Z007,1.77,34
L015,Z008,2.04,39
L015,Z009,2.31,44
L015,Z010,2.58,11
L015,Z011,2.85,16
L015,Z012,1.14,21
L015,Z013,1.41,26
L015,Z014,1.68,31
L015,Z015,1.95,36
L015,Z016,2.22,41
L015,Z017,2.49,8
L015,Z018,2.76,13
L015,Z019,1.05,18
L015,Z020,1.32,23
L015,Z021,1.59,28
L015,Z022,1.86,33
L015,Z023,2.13,38
L015,Z024,2.4,43
L015,Z025,2.67,10
L015,Z026,2.94,15
L015,Z027,1.23,20
L015,Z028,1.5,25
L015,Z029,1.77,30
L015,Z030,2.04,35
L015,Z031,2.31,40
L015,Z032,2.58,45
L015,Z033,2.85,12
L015,Z034,1.14,17
L015,Z035,1.41,22
L015,Z036,1.68,27
L015,Z037,1.95,32
L015,Z038,2.22,37
L015,Z039,2.49,42
L015,Z040,2.76,9
L015,Z041,1.05,14
L015,Z042,1.32,19
L015,Z043,1.59,24
L015,Z044,1.86,29
L015,Z045,2.13,34
L015,Z046,2.4,39
L015,Z047,2.67,44
L015,Z048,2.94,11
L015,Z049,1.23,16
L015,Z050,1.5,21
L015,Z051,1.77,26
L015,Z052,2.04,31
L015,Z053,2.31,36
L015,Z054,2.58,41
L015,Z055,2.85,8
L015,Z056,1.14,13
L015,Z057,1.41,18
L015,Z058,1.68,23
L015,Z059,1.95,28
L015,Z060,2.22,33
L015,Z061,2.49,38
L015,Z062,2.76,43
L015,Z063,1.05,10
L015,Z064,1.32,15
L015,Z065,1.59,20
L015,Z066,1.86,25
L015,Z067,2.13,30
L015,Z068,2.4,35
L015,Z069,2.67,40
L015,Z070,2.94,45
L015,Z071,1.23,12
L015,Z072,1.5,17
L015,Z073,1.77,22
L015,Z074,2.04,27
L015,Z075,2.31,32
L015,Z076,2.58,37
L015,Z077,2.85,42
L015,Z078,1.14,9
L015,Z079,1.41,14
L015,Z080,1.68,19
L015,Z081,1.95,24
L015,Z082,2.22,29
L015,Z083,2.49,34
L015,Z084,2.76,39
L015,Z085,1.05,44
L015,Z086,1.32,11
L015,Z087,1.59,16
L015,Z088,1.86,21
L015,Z089,2.13,26
L015,Z090,2.4,31
L015,Z091,2.67,36
L015,Z092,2.94,41
L015,Z093,1.23,8
L015,Z094,1.5,13
L015,Z095,1.77,18
L015,Z096,2.04,23
L015,Z097,2.31,28
L015,Z098,2.58,33
L015,Z099,2.85,38
L015,Z100,1.14,43
L015,Z101,1.41,10
L015,Z102,1.68,15
L015,Z103,1.95,20
L015,Z104,2.22,25
L015,Z105,2.49,30
L015,Z106,2.76,35
L015,Z107,1.05,40
L015,Z108,1.32,45
L015,Z109,1.59,12
L015,Z110,1.86,17
L015,Z111,2.13,22
L015,Z112,2.4,27
L015,Z113,2.67,32
L015,Z114,2.94,37
L015,Z115,1.23,42
L015,Z116,1.5,9
L015,Z117,1.77,14
L015,Z118,2.04,19
L015,Z119,2.31,24
L015,Z120,2.58,29
L016,Z001,2.58,11
L016,Z002,2.85,16
L016,Z003,1.14,21
L016,Z004,1.41,26
L016,Z005,1.68,31
L016,Z006,1.95,36
L016,Z007,2.22,41
L016,Z008,2.49,8
L016,Z009,2.76,13
L016,Z010,1.05,18
L016,Z011,1.32,23
L016,Z012,1.59,28
L016,Z013,1.86,33
L016,Z014,2.13,38
L016,Z015,2.4,43
L016,Z016,2.67,10
L016,Z017,2.94,15
L016,Z018,1.23,20
L016,Z019,1.5,25
L016,Z020,1.77,30
L016,Z021,2.04,35
L016,Z022,2.31,40
L016,Z023,2.58,45
L016,Z024,2.85,12
L016,Z025,1.14,17
L016,Z026,1.41,22
L016,Z027,1.68,27
L016,Z028,1.95,32
L016,Z029,2.22,37
L016,Z030,2.49,42
L016,Z031,2.76,9
L016,Z032,1.05,14
L016,Z033,1.32,19
L016,Z034,1.59,24
L016,Z035,1.86,29
L016,Z036,2.13,34
L016,Z037,2.4,39
L016,Z038,2.67,44
L016,Z039,2.94,11
L016,Z040,1.23,16
L016,Z041,1.5,21
L016,Z042,1.77,26
L016,Z043,2.04,31
L016,Z044,2.31,36
L016,Z045,2.58,41
L016,Z046,2.85,8
L016,Z047,1.14,13
L016,Z048,1.41,18
L016,Z049,1.68,23
L016,Z050,1.95,28
L016,Z051,2.22,33
L016,Z052,2.49,38
L016,Z053,2.76,43
L016,Z054,1.05,10
L016,Z055,1.32,15
L016,Z056,1.59,20
L016,Z057,1.86,25
L016,Z058,2.13,30
L016,Z059,2.4,35
L016,Z060,2.67,40
L016,Z061,2.94,45
L016,Z062,1.23,12
L016,Z063,1.5,17
L016,Z064,1.77,22
L016,Z065,2.04,27
L016,Z066,2.31,32
L016,Z067,2.58,37
L016,Z068,2.85,42
L016,Z069,1.14,9
L016,Z070,1.41,14
L016,Z071,1.68,19
L016,Z072,1.95,24
L016,Z073,2.22,29
L016,Z074,2.49,34
L016,Z075,2.76,39
L016,Z076,1.05,44
L016,Z077,1.32,11
L016,Z078,1.59,16
L016,Z079,1.86,21
L016,Z080,2.13,26
L016,Z081,2.4,31
L016,Z082,2.67,36
L016,Z083,2.94,41
L016,Z084,1.23,8
L016,Z085,1.5,13
L016,Z086,1.77,18
L016,Z087,2.04,23
L016,Z088,2.31,28
L016,Z089,2.58,33
L016,Z090,2.85,38
L016,Z091,1.14,43
L016,Z092,1.41,10
L016,Z093,1.68,15
L016,Z094,1.95,20
L016,Z095,2.22,25
L016,Z096,2.49,30
L016,Z097,2.76,35
L016,Z098,1.05,40
L016,Z099,1.32,45
L016,Z100,1.59,12
L016,Z101,1.86,17
L016,Z102,2.13,22
L016,Z103,2.4,27
L016,Z104,2.67,32
L016,Z105,2.94,37
L016,Z106,1.23,42
L016,Z107,1.5,9
L016,Z108,1.77,14
L016,Z109,2.04,19
L016,Z110,2.31,24
L016,Z111,2.58,29
L016,Z112,2.85,34
L016,Z113,1.14,39
L016,Z114,1.41,44
L016,Z115,1.68,11
L016,Z116,1.95,16
L016,Z117,2.22,21
L016,Z118,2.49,26
L016,Z119,2.76,31
L016,Z120,1.05,36
L017,Z001,1.05,18
L017,Z002,1.32,23
L017,Z003,1.59,28
L017,Z004,1.86,33
L017,Z005,2.13,38
L017,Z006,2.4,43
L017,Z007,2.67,10
L017,Z008,2.94,15
L017,Z009,1.23,20
L017,Z010,1.5,25
L017,Z011,1.77,30
L017,Z012,2.04,35
L017,Z013,2.31,40
L017,Z014,2.58,45
L017,Z015,2.85,12
L017,Z016,1.14,17
L017,Z017,1.41,22
L017,Z018,1.68,27
L017,Z019,1.95,32
L017,Z020,2.22,37
L017,Z021,2.49,42
L017,Z022,2.76,9
L017,Z023,1.05,14
L017,Z024,1.32,19
L017,Z025,1.59,24
L017,Z026,1.86,29
L017,Z027,2.13,34
L017,Z028,2.4,39
L017,Z029,2.67,44
L017,Z030,2.94,11
L017,Z031,1.23,16
L017,Z032,1.5,21
L017,Z033,1.77,26
L017,Z034,2.04,31
L017,Z035,2.31,36
L017,Z036,2.58,41
L017,Z037,2.85,8
L017,Z038,1.14,13
L017,Z039,1.41,18
L017,Z040,1.68,23
L017,Z041,1.95,28
L017,Z042,2.22,33
L017,Z043,2.49,38
L017,Z044,2.76,43
L017,Z045,1.05,10
L017,Z046,1.32,15
L017,Z047,1.59,20
L017,Z048,1.86,25
L017,Z049,2.13,30
L017,Z050,2.4,35
L017,Z051,2.67,40
L017,Z052,2.94,45
L017,Z053,1.23,12
L017,Z054,1.5,17
L017,Z055,1.77,22
L017,Z056,2.04,27
L017,Z057,2.31,32
L017,Z058,2.58,37
L017,Z059,2.85,42
L017,Z060,1.14,9
L017,Z061,1.41,14
L017,Z062,1.68,19
L017,Z063,1.95,24
L017,Z064,2.22,29
L017,Z065,2.49,34
L017,Z066,2.76,39
L017,Z067,1.05,44
L017,Z068,1.32,11
L017,Z069,1.59,16
L017,Z070,1.86,21
L017,Z071,2.13,26
L017,Z072,2.4,31
L017,Z073,2.67,36
L017,Z074,2.94,41
L017,Z075,1.23,8
L017,Z076,1.5,13
L017,Z077,1.77,18
L017,Z078,2.04,23
L017,Z079,2.31,28
L017,Z080,2.58,33
L017,Z081,2.85,38
L017,Z082,1.14,43
L017,Z083,1.41,10
L017,Z084,1.68,15
L017,Z085,1.95,20
L017,Z086,2.22,25
L017,Z087,2.49,30
L017,Z088,2.76,35
L017,Z089,1.05,40
L017,Z090,1.32,45
L017,Z091,1.59,12
L017,Z092,1.86,17
L017,Z093,2.13,22
L017,Z094,2.4,27
L017,Z095,2.67,32
L017,Z096,2.94,37
L017,Z097,1.23,42
L017,Z098,1.5,9
L017,Z099,1.77,14
L017,Z100,2.04,19
L017,Z101,2.31,24
L017,Z102,2.58,29
L017,Z103,2.85,34
L017,Z104,1.14,39
L017,Z105,1.41,44
L017,Z106,1.68,11
L017,Z107,1.95,16
L017,Z108,2.22,21
L017,Z109,2.49,26
L017,Z110,2.76,31
L017,Z111,1.05,36
L017,Z112,1.32,41
L017,Z113,1.59,8
L017,Z114,1.86,13
L017,Z115,2.13,18
L017,Z116,2.4,23
L017,Z117,2.67,28
L017,Z118,2.94,33
L017,Z119,1.23,38
L017,Z120,1.5,43
L018,Z001,1.5,25
L018,Z002,1.77,30
L018,Z003,2.04,35
L018,Z004,2.31,40
L018,Z005,2.58,45
L018,Z006,2.85,12
L018,Z007,1.14,17
L018,Z008,1.41,22
L018,Z009,1.68,27
L018,Z010,1.95,32
L018,Z011,2.22,37
L018,Z012,2.49,42
L018,Z013,2.76,9
L018,Z014,1.05,14
L018,Z015,1.32,19
L018,Z016,1.59,24
L018,Z017,1.86,29
L018,Z018,2.13,34
L018,Z019,2.4,39
L018,Z020,2.67,44
L018,Z021,2.94,11
L018,Z022,1.23,16
L018,Z023,1.5,21
L018,Z024,1.77,26
L018,Z025,2.04,31
L018,Z026,2.31,36
L018,Z027,2.58,41
L018,Z028,2.85,8
L018,Z029,1.14,13
L018,Z030,1.41,18
L018,Z031,1.68,23
L018,Z032,1.95,28
L018,Z033,2.22,33
L018,Z034,2.49,38
L018,Z035,2.76,43
L018,Z036,1.05,10
L018,Z037,1.32,15
L018,Z038,1.59,20
L018,Z039,1.86,25
L018,Z040,2.13,30
L018,Z041,2.4,35
L018,Z042,2.67,40
L018,Z043,2.94,45
L018,Z044,1.23,12
L018,Z045,1.5,17
L018,Z046,1.77,22
L018,Z047,2.04,27
L018,Z048,2.31,32
L018,Z049,2.58,37
L018,Z050,2.85,42
L018,Z051,1.14,9
L018,Z052,1.41,14
L018,Z053,1.68,19
L018,Z054,1.95,24
L018,Z055,2.22,29
L018,Z056,2.49,34
L018,Z057,2.76,39
L018,Z058,1.05,44
L018,Z059,1.32,11
L018,Z060,1.59,16
L018,Z061,1.86,21
L018,Z062,2.13,26
L018,Z063,2.4,31
L018,Z064,2.67,36
L018,Z065,2.94,41
L018,Z066,1.23,8
L018,Z067,1.5,13
L018,Z068,1.77,18
L018,Z069,2.04,23
L018,Z070,2.31,28
L018,Z071,2.58,33
L018,Z072,2.85,38
L018,Z073,1.14,43
L018,Z074,1.41,10
L018,Z075,1.68,15
L018,Z076,1.95,20
L018,Z077,2.22,25
L018,Z078,2.49,30
L018,Z079,2.76,35
L018,Z080,1.05,40
L018,Z081,1.32,45
L018,Z082,1.59,12
L018,Z083,1.86,17
L018,Z084,2.13,22
L018,Z085,2.4,27
L018,Z086,2.67,32
L018,Z087,2.94,37
L018,Z088,1.23,42
L018,Z089,1.5,9
L018,Z090,1.77,14
L018,Z091,2.04,19
L018,Z092,2.31,24
L018,Z093,2.58,29
L018,Z094,2.85,34
L018,Z095,1.14,39
L018,Z096,1.41,44
L018,Z097,1.68,11
L018,Z098,1.95,16
L018,Z099,2.22,21
L018,Z100,2.49,26
L018,Z101,2.76,31
L018,Z102,1.05,36
L018,Z103,1.32,41
L018,Z104,1.59,8
L018,Z105,1.86,13
L018,Z106,2.13,18
